activity_id,user_id,company_id,date,logins,time_spent_mins,pages_visited,support_tickets
94,1,1,2022-11-04,3,84.23,11,0
95,1,1,2022-11-10,3,76.28,11,0
96,1,1,2022-11-17,6,142.8,29,0
97,1,1,2022-11-24,1,23.74,4,0
98,1,1,2022-12-01,5,115.59,15,2
99,1,1,2022-12-07,5,133.82,17,0
100,1,1,2022-12-13,6,155.96,25,0
101,1,1,2022-12-17,4,97.79,13,0
102,1,1,2022-12-22,4,92.04,10,0
103,1,1,2022-12-29,6,142.07,16,0
104,1,1,2023-01-05,4,90.25,14,0
105,1,1,2023-01-12,7,168.39,24,0
106,1,1,2023-01-17,4,91.27,14,0
107,1,1,2023-01-23,4,108.88,17,0
108,1,1,2023-01-30,4,92.71,10,0
109,1,1,2023-02-06,4,96.69,18,1
110,1,1,2023-02-13,4,102.06,16,0
111,1,1,2023-02-17,4,104.7,16,1
112,1,1,2023-02-21,5,131.33,17,0
113,1,1,2023-02-28,7,168.6,30,0
114,1,1,2023-03-06,5,131.63,13,0
115,1,1,2023-03-12,4,96.06,12,0
116,1,1,2023-03-18,2,59.81,7,0
117,1,1,2023-03-25,5,130.81,16,1
118,1,1,2023-04-01,1,30.38,4,0
119,1,1,2023-04-08,7,178.55,24,0
120,1,1,2023-04-14,1,20.17,3,0
121,1,1,2023-04-21,3,72.48,10,0
122,1,1,2023-04-28,3,74.66,9,1
123,1,1,2023-05-01,3,71.24,10,0
124,1,1,2023-05-07,4,98.76,16,0
125,1,1,2023-05-12,1,31.98,4,0
126,1,1,2023-05-16,5,126.04,16,0
127,1,1,2023-05-22,6,143.69,24,0
128,1,1,2023-05-25,3,76.84,10,0
129,1,1,2023-05-29,3,67.04,14,0
130,1,1,2023-06-03,4,95.25,18,0
131,1,1,2023-06-08,6,147.85,16,0
132,1,1,2023-06-14,4,104.12,12,0
133,1,1,2023-06-17,3,69.77,8,0
134,1,1,2023-06-21,5,126.93,19,0
135,1,1,2023-06-27,4,93.34,12,0
136,1,1,2023-07-03,2,59.04,7,0
137,1,1,2023-07-09,7,174.9,29,0
138,1,1,2023-07-15,2,51.31,8,0
139,1,1,2023-07-18,4,95.77,17,0
140,1,1,2023-07-24,5,126.45,15,0
141,1,1,2023-07-29,3,73.83,9,0
142,1,1,2023-08-02,2,45.26,9,0
143,1,1,2023-08-05,4,101.76,13,0
144,1,1,2023-08-11,5,130.7,22,0
145,1,1,2023-08-18,6,151.94,17,2
146,1,1,2023-08-23,6,159.05,22,1
147,1,1,2023-08-26,4,109.85,18,0
148,1,1,2023-08-30,4,96.44,12,0
149,1,1,2023-09-05,4,102.65,16,0
150,1,1,2023-09-08,6,155.0,25,1
151,1,1,2023-09-14,5,115.05,22,0
152,1,1,2023-09-20,3,72.95,14,0
153,1,1,2023-09-26,4,96.76,15,0
154,1,1,2023-10-02,1,16.99,4,0
155,1,1,2023-10-05,5,115.01,24,0
156,1,1,2023-10-09,3,66.87,10,0
157,1,1,2023-10-13,6,146.11,25,0
158,1,1,2023-10-16,1,24.54,2,0
159,1,1,2023-10-22,3,71.87,8,1
160,1,1,2023-10-26,1,22.66,4,0
161,1,1,2023-10-31,3,72.65,13,1
162,1,1,2023-11-04,7,165.17,28,0
163,1,1,2023-11-08,6,153.73,27,0
164,1,1,2023-11-11,3,79.6,10,0
165,1,1,2023-11-15,5,116.68,19,0
166,1,1,2023-11-22,3,82.52,9,0
167,1,1,2023-11-26,5,116.09,23,1
168,1,1,2023-12-02,1,24.99,3,0
169,1,1,2023-12-05,3,72.74,13,0
170,1,1,2023-12-12,4,90.33,10,0
171,1,1,2023-12-15,6,145.73,25,0
172,1,1,2023-12-21,3,75.73,12,0
173,1,1,2023-12-26,5,134.49,14,0
174,1,1,2024-01-02,5,123.75,24,0
175,1,1,2024-01-06,4,99.07,16,0
176,1,1,2024-01-10,3,67.74,7,0
177,1,1,2024-01-15,7,170.18,24,0
178,1,1,2024-01-20,2,56.14,6,0
179,1,1,2024-01-27,5,125.22,13,1
180,1,1,2024-01-31,3,80.47,14,0
181,1,1,2024-02-03,5,115.88,23,0
182,1,1,2024-02-09,4,93.58,19,0
183,1,1,2024-02-15,3,73.33,12,0
184,1,1,2024-02-18,3,75.04,14,0
185,1,1,2024-02-25,4,107.54,18,0
186,1,1,2024-03-01,3,74.13,10,0
187,1,1,2024-03-06,3,72.37,14,2
188,1,1,2024-03-10,2,40.13,7,0
189,1,1,2024-03-15,3,80.18,10,0
190,1,1,2024-03-20,4,109.66,14,1
191,1,1,2024-03-24,1,33.43,4,0
192,1,1,2024-03-29,3,66.91,8,0
193,1,1,2024-04-01,5,123.7,24,0
194,1,1,2024-04-06,6,156.64,19,0
195,1,1,2024-04-10,2,55.6,7,0
196,1,1,2024-04-14,5,123.13,19,1
197,1,1,2024-04-18,4,95.3,11,0
198,1,1,2024-04-23,1,31.72,3,0
199,1,1,2024-04-27,6,140.98,19,0
200,1,1,2024-05-01,5,126.12,19,0
201,1,1,2024-05-04,1,16.23,4,0
202,1,1,2024-05-08,5,127.61,20,0
203,1,1,2024-05-13,1,18.96,4,0
204,1,1,2024-05-16,1,33.85,2,1
205,1,1,2024-05-22,4,97.65,14,0
206,1,1,2024-05-26,4,107.67,10,0
207,1,1,2024-05-30,5,132.66,18,0
208,1,1,2024-06-05,4,102.85,17,0
209,1,1,2024-06-12,6,147.18,23,0
210,1,1,2024-06-19,4,95.41,10,0
211,1,1,2024-06-22,2,50.59,8,2
212,1,1,2024-06-26,4,94.82,15,0
213,1,1,2024-06-29,6,147.1,27,0
214,1,1,2024-07-03,6,156.12,25,1
215,1,1,2024-07-06,7,167.84,34,0
216,1,1,2024-07-12,3,74.81,8,0
217,1,1,2024-07-16,6,140.01,28,0
218,1,1,2024-07-20,3,66.19,8,0
219,1,1,2024-07-24,6,159.21,20,1
220,1,1,2024-07-30,2,46.04,5,0
221,1,1,2024-08-05,3,79.14,11,1
222,1,1,2024-08-12,4,101.78,11,0
223,1,1,2024-08-17,4,90.04,17,0
224,1,1,2024-08-24,4,96.36,18,0
225,1,1,2024-08-31,4,96.62,10,0
226,1,1,2024-09-05,3,78.4,12,0
227,1,1,2024-09-08,2,53.86,6,0
228,1,1,2024-09-11,5,129.65,24,1
229,1,1,2024-09-17,5,122.51,22,0
230,1,1,2024-09-24,3,66.47,13,0
231,1,1,2024-09-29,1,21.84,4,0
232,1,1,2024-10-02,2,51.88,8,0
233,1,1,2024-10-05,4,107.8,11,0
234,1,1,2024-10-09,6,151.08,28,0
235,1,1,2024-10-14,2,40.99,7,0
236,1,1,2024-10-18,3,73.55,9,0
237,1,1,2024-10-25,2,40.51,5,0
238,1,1,2024-10-28,2,55.7,7,1
239,1,1,2024-11-02,6,143.7,28,0
240,1,1,2024-11-08,4,99.3,12,0
241,1,1,2024-11-11,1,28.36,4,0
242,1,1,2024-11-18,5,131.82,22,0
243,1,1,2024-11-25,5,124.53,13,1
244,1,1,2024-11-28,7,181.01,29,0
245,1,1,2024-12-01,2,59.44,9,0
246,1,1,2024-12-07,4,109.95,16,0
247,1,1,2024-12-12,1,22.76,3,0
248,1,1,2024-12-17,4,105.73,16,0
249,1,1,2024-12-23,4,92.96,15,0
250,1,1,2024-12-26,5,130.71,23,1
251,1,1,2025-01-01,6,149.71,24,0
252,1,1,2025-01-06,4,102.17,16,0
253,1,1,2025-01-11,3,74.5,9,0
254,1,1,2025-01-16,4,106.86,18,0
255,1,1,2025-01-20,5,123.86,22,0
256,1,1,2025-01-26,1,23.83,4,0
257,1,1,2025-02-01,3,75.31,8,0
258,1,1,2025-02-08,4,107.59,10,0
259,1,1,2025-02-12,2,49.13,9,0
260,1,1,2025-02-17,6,147.94,28,0
261,1,1,2025-02-21,6,148.92,29,0
262,1,1,2025-02-28,3,81.75,9,0
263,1,1,2025-03-03,2,40.99,9,0
264,1,1,2025-03-07,4,94.13,16,0
265,1,1,2025-03-10,4,93.46,18,0
266,1,1,2025-03-17,4,107.91,18,0
267,1,1,2025-03-21,5,125.41,20,0
268,1,1,2025-03-24,5,127.95,20,0
269,1,1,2025-03-27,2,59.77,8,1
270,1,1,2025-04-01,2,50.35,6,0
271,1,1,2025-04-08,5,117.8,12,0
272,1,1,2025-04-13,5,122.77,12,0
273,1,1,2025-04-20,5,129.27,21,0
274,1,1,2025-04-26,6,156.91,27,1
275,1,1,2025-04-30,2,42.56,6,0
276,1,1,2025-05-04,1,22.11,4,0
277,1,1,2025-05-09,5,120.88,23,0
278,1,1,2025-05-16,5,124.44,14,0
279,1,1,2025-05-22,4,91.08,18,0
280,1,1,2025-05-26,6,157.86,29,0
281,1,1,2025-05-30,5,127.62,14,0
282,1,1,2025-06-02,3,80.22,8,0
283,1,1,2025-06-08,4,98.67,14,0
284,1,1,2025-06-14,1,25.68,4,1
285,1,1,2025-06-19,2,53.53,8,0
286,1,1,2025-06-24,2,47.67,7,0
287,1,1,2025-06-27,4,104.56,15,0
288,1,1,2025-07-01,5,130.0,14,1
289,1,1,2025-07-07,2,54.54,5,0
290,1,1,2025-07-14,2,47.33,8,0
291,1,1,2025-07-19,5,126.88,13,0
292,1,1,2025-07-22,2,48.89,5,0
293,1,1,2025-07-26,2,48.42,5,0
294,1,1,2025-08-02,3,81.61,8,0
295,1,1,2025-08-05,1,24.95,4,0
296,1,1,2025-08-12,5,123.2,14,0
297,1,1,2025-08-16,3,65.05,12,1
298,1,1,2025-08-23,2,55.59,5,0
299,1,1,2025-08-28,5,120.28,13,0
300,1,1,2025-08-31,5,121.25,21,0
301,1,1,2025-09-03,4,102.94,13,1
302,1,1,2025-09-10,2,56.3,5,0
303,1,1,2025-09-16,6,157.01,26,0
304,1,1,2025-09-20,4,104.53,19,0
305,1,1,2025-09-23,6,156.05,25,0
306,1,1,2025-09-29,5,132.25,23,0
307,1,1,2025-10-03,4,107.75,14,0
308,1,1,2025-10-08,7,176.53,27,2
309,1,1,2025-10-13,7,179.01,19,0
310,1,1,2025-10-17,5,128.53,17,0
311,1,1,2025-10-24,1,27.87,2,0
312,1,1,2025-10-30,2,46.41,6,0
313,1,1,2025-11-06,7,172.57,31,0
314,1,1,2025-11-12,4,107.13,14,0
315,1,1,2025-11-18,2,48.25,7,0
316,1,1,2025-11-21,7,171.09,26,0
317,1,1,2025-11-27,3,81.33,13,0
318,1,1,2025-12-04,6,153.14,25,0
319,1,1,2025-12-08,4,106.6,19,0
320,1,1,2025-12-15,1,32.94,3,0
321,1,1,2025-12-21,5,118.92,14,1
322,1,1,2025-12-25,4,96.76,17,0
323,1,1,2026-01-01,5,128.17,24,0
324,1,1,2026-01-07,7,165.97,33,0
325,1,1,2026-01-13,4,101.57,17,0
326,1,1,2026-01-19,6,150.08,20,2
327,1,1,2026-01-23,5,134.41,18,0
328,1,1,2026-01-29,6,156.86,23,0
329,1,1,2026-02-05,2,52.48,6,0
330,1,1,2026-02-09,7,178.89,23,0
331,1,1,2026-02-14,6,151.41,25,0
332,1,1,2026-02-21,4,100.45,10,0
333,1,1,2026-02-24,3,84.67,12,0
334,1,1,2026-02-27,4,90.65,18,0
335,1,1,2026-03-06,6,144.75,26,0
336,1,1,2026-03-11,5,123.33,22,0
337,1,1,2026-03-18,3,70.03,12,0
338,1,1,2026-03-24,5,125.93,20,0
339,1,1,2026-03-28,4,109.67,10,1
340,1,1,2026-04-04,4,98.57,15,0
341,1,1,2026-04-11,2,49.33,9,0
342,1,1,2026-04-16,3,77.31,12,0
343,1,1,2026-04-23,3,80.68,9,0
344,1,1,2026-04-27,3,68.19,11,0
345,1,1,2026-05-02,4,96.64,13,0
346,1,1,2026-05-09,6,156.47,29,0
347,1,1,2026-05-14,4,102.27,16,1
348,1,1,2026-05-19,2,45.13,8,0
349,1,1,2026-05-26,7,173.91,18,1
350,1,1,2026-05-30,5,133.96,14,1
351,1,1,2026-06-06,3,66.31,12,0
352,1,1,2026-06-12,4,106.57,18,0
353,1,1,2026-06-18,2,49.18,6,0
354,1,1,2026-06-21,5,116.41,22,1
355,1,1,2026-06-27,6,148.09,19,0
356,1,1,2026-06-30,3,79.41,7,0
357,2,1,2020-07-28,5,117.12,22,0
358,2,1,2020-07-31,5,122.9,20,0
359,2,1,2020-08-07,4,97.82,17,0
360,2,1,2020-08-11,3,76.07,11,0
361,2,1,2020-08-14,6,150.74,29,0
362,2,1,2020-08-19,6,157.03,17,0
363,2,1,2020-08-26,2,43.63,8,1
364,2,1,2020-09-02,5,120.81,13,0
365,2,1,2020-09-09,4,92.56,16,0
366,2,1,2020-09-16,3,74.72,9,0
367,2,1,2020-09-23,7,172.29,23,0
368,2,1,2020-09-26,2,54.24,8,0
369,2,1,2020-10-01,4,99.26,13,0
370,2,1,2020-10-08,4,102.13,18,1
371,2,1,2020-10-12,3,79.67,12,0
372,2,1,2020-10-15,3,76.58,13,0
373,2,1,2020-10-18,5,132.88,19,0
374,2,1,2020-10-22,4,107.83,15,1
375,2,1,2020-10-26,7,166.81,23,0
376,2,1,2020-10-30,4,92.81,11,0
377,2,1,2020-11-06,5,115.81,22,0
378,2,1,2020-11-11,2,53.37,7,0
379,2,1,2020-11-17,4,90.8,16,0
380,2,1,2020-11-24,5,125.89,14,0
381,2,1,2020-11-29,3,70.03,14,0
382,2,1,2020-12-05,4,105.85,18,0
383,2,1,2020-12-09,2,41.54,8,0
384,2,1,2020-12-13,5,129.35,13,0
385,2,1,2020-12-18,6,149.58,18,0
386,2,1,2020-12-24,2,42.56,7,0
387,2,1,2020-12-31,5,116.12,15,0
388,2,1,2021-01-06,7,165.37,30,0
389,2,1,2021-01-11,3,77.13,11,0
390,2,1,2021-01-15,5,130.89,22,0
391,2,1,2021-01-22,4,103.71,19,0
392,2,1,2021-01-25,5,117.64,12,0
393,2,1,2021-02-01,4,91.93,14,0
394,2,1,2021-02-04,5,116.86,20,1
395,2,1,2021-02-11,6,148.41,28,0
396,2,1,2021-02-17,5,122.01,22,1
397,2,1,2021-02-24,4,95.09,17,1
398,2,1,2021-02-27,7,173.17,20,0
399,2,1,2021-03-02,5,125.4,17,0
400,2,1,2021-03-07,3,68.1,12,0
401,2,1,2021-03-14,6,152.24,29,0
402,2,1,2021-03-18,7,174.65,23,0
403,2,1,2021-03-23,6,155.48,20,0
404,2,1,2021-03-26,6,158.98,16,0
405,2,1,2021-03-31,7,178.69,18,0
406,2,1,2021-04-03,3,83.52,10,0
407,2,1,2021-04-07,3,65.76,10,2
408,2,1,2021-04-14,5,134.27,13,0
409,2,1,2021-04-18,4,94.03,16,0
410,2,1,2021-04-23,3,75.21,12,0
411,2,1,2021-04-26,4,90.01,11,2
412,2,1,2021-05-02,5,126.72,18,0
413,2,1,2021-05-05,6,154.52,23,0
414,2,1,2021-05-10,4,109.26,14,0
415,2,1,2021-05-13,3,75.12,11,0
416,2,1,2021-05-18,6,157.52,27,0
417,2,1,2021-05-24,6,155.4,26,1
418,2,1,2021-05-30,5,124.64,15,0
419,2,1,2021-06-03,4,109.11,15,0
420,2,1,2021-06-08,3,72.98,13,0
421,2,1,2021-06-15,5,122.07,23,0
422,2,1,2021-06-19,2,54.71,9,0
423,2,1,2021-06-23,6,143.12,16,1
424,2,1,2021-06-29,3,84.16,13,0
425,2,1,2021-07-04,6,149.82,29,1
426,2,1,2021-07-09,4,92.56,15,0
427,2,1,2021-07-16,6,147.87,25,0
428,2,1,2021-07-19,5,128.78,12,0
429,2,1,2021-07-26,4,102.26,12,0
430,2,1,2021-07-30,6,146.86,17,0
431,2,1,2021-08-05,4,95.59,11,0
432,2,1,2021-08-12,3,70.4,9,0
433,2,1,2021-08-18,4,92.99,18,0
434,2,1,2021-08-24,7,179.41,31,0
435,2,1,2021-08-31,2,41.98,5,0
436,2,1,2021-09-05,2,54.89,6,0
437,2,1,2021-09-12,3,73.24,10,0
438,2,1,2021-09-19,7,178.0,26,2
439,2,1,2021-09-24,5,125.21,22,0
440,2,1,2021-09-27,6,149.28,29,1
441,2,1,2021-10-02,7,173.1,33,0
442,2,1,2021-10-07,4,103.06,17,0
443,2,1,2021-10-13,5,129.96,19,0
444,2,1,2021-10-17,1,29.56,4,1
445,2,1,2021-10-20,3,67.06,7,1
446,2,1,2021-10-27,2,50.48,9,0
447,2,1,2021-11-03,3,83.63,10,0
448,2,1,2021-11-08,2,50.53,5,0
449,2,1,2021-11-13,5,134.5,19,0
450,2,1,2021-11-19,5,126.82,18,0
451,2,1,2021-11-26,7,177.79,22,0
452,2,1,2021-12-03,2,46.16,7,0
453,2,1,2021-12-06,5,121.88,18,0
454,2,1,2021-12-12,3,80.32,13,0
455,2,1,2021-12-15,3,73.23,11,0
456,2,1,2021-12-19,4,95.26,14,0
457,2,1,2021-12-26,5,129.86,22,0
458,2,1,2021-12-29,3,67.21,10,0
459,2,1,2022-01-05,3,65.39,7,0
460,2,1,2022-01-09,4,92.5,14,0
461,2,1,2022-01-12,2,44.34,7,0
462,2,1,2022-01-18,6,155.83,19,0
463,2,1,2022-01-22,4,91.43,14,0
464,2,1,2022-01-27,1,34.49,4,0
465,2,1,2022-02-02,1,24.22,4,0
466,2,1,2022-02-06,6,159.22,29,0
467,2,1,2022-02-09,5,120.07,20,0
468,2,1,2022-02-12,1,27.66,3,0
469,2,1,2022-02-17,2,55.78,5,0
470,2,1,2022-02-23,3,80.42,9,0
471,2,1,2022-03-02,1,22.11,2,0
472,2,1,2022-03-05,4,96.33,15,0
473,2,1,2022-03-10,2,53.78,6,0
474,2,1,2022-03-13,6,145.89,25,0
475,2,1,2022-03-17,4,104.65,12,0
476,2,1,2022-03-24,3,68.1,9,0
477,2,1,2022-03-29,3,75.12,13,1
478,2,1,2022-04-05,5,121.41,13,1
479,2,1,2022-04-11,7,174.95,27,0
480,2,1,2022-04-16,3,66.93,12,0
481,2,1,2022-04-20,1,17.14,2,0
482,2,1,2022-04-26,7,179.03,21,0
483,2,1,2022-05-03,1,28.11,4,0
484,2,1,2022-05-09,5,129.87,23,0
485,2,1,2022-05-12,5,115.81,13,0
486,2,1,2022-05-16,1,29.5,3,0
487,2,1,2022-05-23,7,183.95,27,0
488,2,1,2022-05-26,5,124.17,20,1
489,2,1,2022-05-30,6,150.09,24,0
490,2,1,2022-06-06,4,101.0,19,0
491,2,1,2022-06-12,5,119.81,19,0
492,2,1,2022-06-19,4,98.95,13,0
493,2,1,2022-06-24,3,67.7,14,0
494,2,1,2022-06-28,3,80.43,14,0
495,2,1,2022-07-05,7,183.52,20,0
496,2,1,2022-07-10,3,72.34,11,0
497,2,1,2022-07-15,6,151.38,18,0
498,2,1,2022-07-20,3,81.51,12,0
499,2,1,2022-07-23,3,79.62,11,0
500,2,1,2022-07-26,4,98.33,18,1
501,2,1,2022-07-30,3,80.55,10,0
502,2,1,2022-08-02,7,167.99,26,0
503,2,1,2022-08-05,6,151.51,16,0
504,2,1,2022-08-11,3,66.65,11,0
505,2,1,2022-08-17,2,50.04,8,0
506,2,1,2022-08-21,5,124.76,20,0
507,2,1,2022-08-28,2,41.43,8,0
508,2,1,2022-09-04,3,73.27,10,0
509,2,1,2022-09-09,2,43.39,6,0
510,2,1,2022-09-15,3,65.9,13,0
511,2,1,2022-09-20,1,29.79,3,0
512,2,1,2022-09-24,2,53.88,5,0
513,2,1,2022-09-27,4,100.76,12,0
514,2,1,2022-10-02,6,154.6,17,0
515,2,1,2022-10-05,7,175.54,21,0
516,2,1,2022-10-09,3,74.3,14,0
517,2,1,2022-10-14,1,20.85,4,0
518,2,1,2022-10-20,2,49.69,7,0
519,2,1,2022-10-24,6,158.53,15,0
520,2,1,2022-10-31,4,97.87,11,0
521,2,1,2022-11-05,3,84.92,14,0
522,2,1,2022-11-08,4,108.88,19,0
523,2,1,2022-11-13,2,54.6,7,0
524,2,1,2022-11-17,4,93.05,19,1
525,2,1,2022-11-22,5,119.14,14,0
526,2,1,2022-11-26,5,129.1,19,0
527,2,1,2022-11-30,3,66.36,11,0
528,2,1,2022-12-04,4,90.59,13,2
529,2,1,2022-12-10,6,158.68,28,1
530,2,1,2022-12-15,2,42.63,5,2
531,2,1,2022-12-22,7,177.25,27,0
532,2,1,2022-12-25,3,80.6,8,0
533,2,1,2022-12-31,3,74.83,8,0
534,2,1,2023-01-03,2,59.0,6,0
535,2,1,2023-01-07,1,33.54,4,1
536,2,1,2023-01-13,4,98.55,17,0
537,2,1,2023-01-19,6,158.78,23,0
538,2,1,2023-01-22,2,49.14,9,1
539,2,1,2023-01-26,6,159.68,15,0
540,2,1,2023-01-29,4,97.96,13,0
541,2,1,2023-02-04,5,127.26,13,0
542,2,1,2023-02-08,4,104.45,11,0
543,2,1,2023-02-15,5,121.47,12,0
544,2,1,2023-02-19,2,46.48,8,0
545,2,1,2023-02-23,1,29.12,4,0
546,2,1,2023-03-01,5,122.57,17,0
547,2,1,2023-03-06,2,57.38,5,0
548,2,1,2023-03-12,5,130.37,18,0
549,2,1,2023-03-15,2,52.45,6,0
550,2,1,2023-03-21,3,82.65,9,0
551,2,1,2023-03-27,5,116.59,20,0
552,2,1,2023-04-03,7,176.15,31,0
553,2,1,2023-04-07,3,67.91,7,0
554,2,1,2023-04-14,3,65.98,10,0
555,2,1,2023-04-19,7,180.75,20,0
556,2,1,2023-04-26,1,30.37,3,1
557,2,1,2023-04-29,5,120.86,14,0
558,2,1,2023-05-04,6,150.49,25,0
559,2,1,2023-05-07,5,124.67,21,1
560,2,1,2023-05-12,6,145.19,23,0
561,2,1,2023-05-16,6,150.39,24,0
562,2,1,2023-05-20,4,95.81,11,0
563,2,1,2023-05-26,4,109.98,14,0
564,2,1,2023-06-02,3,69.02,9,0
565,2,1,2023-06-07,7,171.48,17,0
566,2,1,2023-06-12,7,184.2,32,0
567,2,1,2023-06-17,4,102.91,14,0
568,2,1,2023-06-24,5,133.56,13,0
569,2,1,2023-07-01,7,165.37,27,0
570,2,1,2023-07-06,3,81.81,10,0
571,2,1,2023-07-13,7,172.79,27,1
572,2,1,2023-07-18,2,48.28,7,0
573,2,1,2023-07-24,4,96.05,11,0
574,2,1,2023-07-28,6,140.5,22,0
575,2,1,2023-08-01,6,157.48,19,0
576,2,1,2023-08-04,2,54.49,7,0
577,2,1,2023-08-11,2,58.65,8,0
578,2,1,2023-08-14,4,92.06,17,0
579,2,1,2023-08-17,5,132.84,16,0
580,2,1,2023-08-22,4,103.42,12,0
581,2,1,2023-08-25,7,175.28,21,0
582,2,1,2023-08-30,4,106.08,15,0
583,2,1,2023-09-04,5,123.87,14,0
584,2,1,2023-09-07,4,91.72,13,0
585,2,1,2023-09-14,6,146.25,27,0
586,2,1,2023-09-21,6,142.64,27,1
587,2,1,2023-09-27,5,128.69,21,0
588,2,1,2023-10-01,4,95.16,13,0
589,2,1,2023-10-06,5,115.61,18,0
590,2,1,2023-10-12,4,102.09,11,0
591,2,1,2023-10-15,7,166.42,22,0
592,2,1,2023-10-22,4,94.87,11,0
593,2,1,2023-10-25,4,101.82,17,0
594,2,1,2023-10-30,2,53.25,5,1
595,2,1,2023-11-06,3,76.92,9,0
596,2,1,2023-11-12,4,91.39,11,0
597,2,1,2023-11-18,6,153.2,16,0
598,2,1,2023-11-25,4,92.98,15,0
599,2,1,2023-12-02,2,53.63,6,0
600,2,1,2023-12-07,3,76.65,12,0
601,2,1,2023-12-11,2,58.02,9,0
602,2,1,2023-12-18,2,57.31,6,0
603,2,1,2023-12-24,5,122.63,19,0
604,2,1,2023-12-30,4,97.69,19,0
605,2,1,2024-01-03,2,40.23,8,0
